,Detector Type,Descriptor Type,Matcher Type,Selector Type,ttcLidar,ttcCamera
14,ORB,BRIEF,MAT_FLANN,SEL_NN,9.51552,13.857000000000001
15,ORB,BRIEF,MAT_FLANN,SEL_NN,9.61241,15.6675
16,ORB,BRIEF,MAT_FLANN,SEL_NN,8.3988,14.9451
0,BRISK,SIFT,MAT_BF,SEL_NN,12.6142,17.5374
1,BRISK,SIFT,MAT_BF,SEL_NN,14.091,25.8055
2,BRISK,SIFT,MAT_BF,SEL_NN,16.6894,26.7053
3,BRISK,SIFT,MAT_BF,SEL_NN,15.7465,44.1128
4,BRISK,SIFT,MAT_BF,SEL_NN,12.7835,16.2984
5,BRISK,SIFT,MAT_BF,SEL_NN,11.9844,19.6355
6,BRISK,SIFT,MAT_BF,SEL_NN,13.1241,23.6277
7,BRISK,SIFT,MAT_BF,SEL_NN,13.0241,16.9792
8,BRISK,SIFT,MAT_BF,SEL_NN,11.1746,16.3712
9,BRISK,SIFT,MAT_BF,SEL_NN,12.8086,14.789000000000001
10,BRISK,SIFT,MAT_BF,SEL_NN,8.95978,15.7144
11,BRISK,SIFT,MAT_BF,SEL_NN,9.96439,16.2683
12,BRISK,SIFT,MAT_BF,SEL_NN,9.59863,12.5169
13,BRISK,SIFT,MAT_BF,SEL_NN,8.52157,15.6674
14,BRISK,SIFT,MAT_BF,SEL_NN,9.51552,11.8048
15,BRISK,SIFT,MAT_BF,SEL_NN,9.61241,12.7216
16,BRISK,SIFT,MAT_BF,SEL_NN,8.3988,16.9026
0,BRISK,ORB,MAT_FLANN,SEL_KNN,12.6142,20.5788
1,BRISK,ORB,MAT_FLANN,SEL_KNN,14.091,13.4607
2,BRISK,ORB,MAT_FLANN,SEL_KNN,16.6894,16.6159
3,BRISK,ORB,MAT_FLANN,SEL_KNN,15.7465,20.3428
4,BRISK,ORB,MAT_FLANN,SEL_KNN,12.7835,21.3891
5,BRISK,ORB,MAT_FLANN,SEL_KNN,11.9844,16.8209
6,BRISK,ORB,MAT_FLANN,SEL_KNN,13.1241,15.8923
7,BRISK,ORB,MAT_FLANN,SEL_KNN,13.0241,14.9216
8,BRISK,ORB,MAT_FLANN,SEL_KNN,11.1746,11.5275
9,BRISK,ORB,MAT_FLANN,SEL_KNN,12.8086,13.7091
10,BRISK,ORB,MAT_FLANN,SEL_KNN,8.95978,10.9448
11,BRISK,ORB,MAT_FLANN,SEL_KNN,9.96439,11.2201
12,BRISK,ORB,MAT_FLANN,SEL_KNN,9.59863,12.6341
13,BRISK,ORB,MAT_FLANN,SEL_KNN,8.52157,11.4323
14,BRISK,ORB,MAT_FLANN,SEL_KNN,9.51552,11.5484
15,BRISK,ORB,MAT_FLANN,SEL_KNN,9.61241,10.1334
16,BRISK,ORB,MAT_FLANN,SEL_KNN,8.3988,11.2444
0,BRISK,BRIEF,MAT_BF,SEL_NN,12.6142,26.3919
1,BRISK,BRIEF,MAT_BF,SEL_NN,14.091,13.085999999999999
2,BRISK,BRIEF,MAT_BF,SEL_NN,16.6894,25.5861
3,BRISK,BRIEF,MAT_BF,SEL_NN,15.7465,31.1908
4,BRISK,BRIEF,MAT_BF,SEL_NN,12.7835,26.8787
5,BRISK,BRIEF,MAT_BF,SEL_NN,11.9844,19.8354
6,BRISK,BRIEF,MAT_BF,SEL_NN,13.1241,21.7126
7,BRISK,BRIEF,MAT_BF,SEL_NN,13.0241,17.1026
8,BRISK,BRIEF,MAT_BF,SEL_NN,11.1746,15.1614
9,BRISK,BRIEF,MAT_BF,SEL_NN,12.8086,12.0335
10,BRISK,BRIEF,MAT_BF,SEL_NN,8.95978,14.6907
11,BRISK,BRIEF,MAT_BF,SEL_NN,9.96439,14.5774
12,BRISK,BRIEF,MAT_BF,SEL_NN,9.59863,10.6288
13,BRISK,BRIEF,MAT_BF,SEL_NN,8.52157,12.147
14,BRISK,BRIEF,MAT_BF,SEL_NN,9.51552,14.6718
15,BRISK,BRIEF,MAT_BF,SEL_NN,9.61241,11.2256
16,BRISK,BRIEF,MAT_BF,SEL_NN,8.3988,10.3103
0,ORB,ORB,MAT_BF,SEL_NN,12.6142,21.1404
1,ORB,ORB,MAT_BF,SEL_NN,14.091,-inf
2,ORB,ORB,MAT_BF,SEL_NN,16.6894,59.5561
3,ORB,ORB,MAT_BF,SEL_NN,15.7465,485.46
4,ORB,ORB,MAT_BF,SEL_NN,12.7835,19.0798
5,ORB,ORB,MAT_BF,SEL_NN,11.9844,19.2742
6,ORB,ORB,MAT_BF,SEL_NN,13.1241,10.8663
7,ORB,ORB,MAT_BF,SEL_NN,13.0241,2816750.0
8,ORB,ORB,MAT_BF,SEL_NN,11.1746,24.1901
9,ORB,ORB,MAT_BF,SEL_NN,12.8086,10.6169
10,ORB,ORB,MAT_BF,SEL_NN,8.95978,-inf
11,ORB,ORB,MAT_BF,SEL_NN,9.96439,11.4121
12,ORB,ORB,MAT_BF,SEL_NN,9.59863,13.6616
13,ORB,ORB,MAT_BF,SEL_NN,8.52157,33.3507
14,ORB,ORB,MAT_BF,SEL_NN,9.51552,9.93271
15,ORB,ORB,MAT_BF,SEL_NN,9.61241,36.5721
16,ORB,ORB,MAT_BF,SEL_NN,8.3988,29.838
0,BRISK,BRISK,MAT_BF,SEL_NN,12.6142,61.9163
1,BRISK,BRISK,MAT_BF,SEL_NN,14.091,18.7043
2,BRISK,BRISK,MAT_BF,SEL_NN,16.6894,31.1267
3,BRISK,BRISK,MAT_BF,SEL_NN,15.7465,70.6119
4,BRISK,BRISK,MAT_BF,SEL_NN,12.7835,70.7064
5,BRISK,BRISK,MAT_BF,SEL_NN,11.9844,32.7785
6,BRISK,BRISK,MAT_BF,SEL_NN,13.1241,28.3591
7,BRISK,BRISK,MAT_BF,SEL_NN,13.0241,20.055999999999997
8,BRISK,BRISK,MAT_BF,SEL_NN,11.1746,61.2615
9,BRISK,BRISK,MAT_BF,SEL_NN,12.8086,25.5085
10,BRISK,BRISK,MAT_BF,SEL_NN,8.95978,30.6352
11,BRISK,BRISK,MAT_BF,SEL_NN,9.96439,14.3628
12,BRISK,BRISK,MAT_BF,SEL_NN,9.59863,20.9858
13,BRISK,BRISK,MAT_BF,SEL_NN,8.52157,18.2518
14,BRISK,BRISK,MAT_BF,SEL_NN,9.51552,15.123
15,BRISK,BRISK,MAT_BF,SEL_NN,9.61241,10.962
16,BRISK,BRISK,MAT_BF,SEL_NN,8.3988,15.0117
0,AKAZE,AKAZE,MAT_BF,SEL_KNN,12.6142,14.0983
1,AKAZE,AKAZE,MAT_BF,SEL_KNN,14.091,12.8828
2,AKAZE,AKAZE,MAT_BF,SEL_KNN,16.6894,14.4781
3,AKAZE,AKAZE,MAT_BF,SEL_KNN,15.7465,16.7468
4,AKAZE,AKAZE,MAT_BF,SEL_KNN,12.7835,13.8675
5,AKAZE,AKAZE,MAT_BF,SEL_KNN,11.9844,15.3462
6,AKAZE,AKAZE,MAT_BF,SEL_KNN,13.1241,14.1378
7,AKAZE,AKAZE,MAT_BF,SEL_KNN,13.0241,13.8398
8,AKAZE,AKAZE,MAT_BF,SEL_KNN,11.1746,11.5483
9,AKAZE,AKAZE,MAT_BF,SEL_KNN,12.8086,12.1341
10,AKAZE,AKAZE,MAT_BF,SEL_KNN,8.95978,11.0555
11,AKAZE,AKAZE,MAT_BF,SEL_KNN,9.96439,11.2852
12,AKAZE,AKAZE,MAT_BF,SEL_KNN,9.59863,10.5845
13,AKAZE,AKAZE,MAT_BF,SEL_KNN,8.52157,10.1989
14,AKAZE,AKAZE,MAT_BF,SEL_KNN,9.51552,9.8136
15,AKAZE,AKAZE,MAT_BF,SEL_KNN,9.61241,9.06452
16,AKAZE,AKAZE,MAT_BF,SEL_KNN,8.3988,8.973980000000001
0,FAST,SIFT,MAT_FLANN,SEL_KNN,12.5156,12.6137
1,FAST,SIFT,MAT_FLANN,SEL_KNN,12.6142,11.3782
2,FAST,SIFT,MAT_FLANN,SEL_KNN,14.091,13.9293
3,FAST,SIFT,MAT_FLANN,SEL_KNN,16.6894,13.0998
4,FAST,SIFT,MAT_FLANN,SEL_KNN,15.7465,14.1896
5,FAST,SIFT,MAT_FLANN,SEL_KNN,12.7835,12.8011
6,FAST,SIFT,MAT_FLANN,SEL_KNN,11.9844,12.2279
7,FAST,SIFT,MAT_FLANN,SEL_KNN,13.1241,12.8288
8,FAST,SIFT,MAT_FLANN,SEL_KNN,13.0241,12.479000000000001
9,FAST,SIFT,MAT_FLANN,SEL_KNN,11.1746,12.6684
10,FAST,SIFT,MAT_FLANN,SEL_KNN,12.8086,11.9056
11,FAST,SIFT,MAT_FLANN,SEL_KNN,8.95978,11.2318
12,FAST,SIFT,MAT_FLANN,SEL_KNN,9.96439,11.6383
13,FAST,SIFT,MAT_FLANN,SEL_KNN,9.59863,11.232000000000001
14,FAST,SIFT,MAT_FLANN,SEL_KNN,8.52157,10.8743
15,FAST,SIFT,MAT_FLANN,SEL_KNN,9.51552,10.1573
16,FAST,SIFT,MAT_FLANN,SEL_KNN,9.61241,9.57741
17,FAST,SIFT,MAT_FLANN,SEL_KNN,8.3988,10.6504
0,SHITOMASI,SIFT,MAT_BF,SEL_KNN,12.5156,14.2804
1,SHITOMASI,SIFT,MAT_BF,SEL_KNN,12.6142,12.9004
2,SHITOMASI,SIFT,MAT_BF,SEL_KNN,14.091,11.6087
3,SHITOMASI,SIFT,MAT_BF,SEL_KNN,16.6894,12.9209
4,SHITOMASI,SIFT,MAT_BF,SEL_KNN,15.7465,12.1886
5,SHITOMASI,SIFT,MAT_BF,SEL_KNN,12.7835,13.0553
6,SHITOMASI,SIFT,MAT_BF,SEL_KNN,11.9844,12.6612
7,SHITOMASI,SIFT,MAT_BF,SEL_KNN,13.1241,12.1376
8,SHITOMASI,SIFT,MAT_BF,SEL_KNN,13.0241,11.9899
9,SHITOMASI,SIFT,MAT_BF,SEL_KNN,11.1746,13.5009
10,SHITOMASI,SIFT,MAT_BF,SEL_KNN,12.8086,12.1076
11,SHITOMASI,SIFT,MAT_BF,SEL_KNN,8.95978,11.8967
12,SHITOMASI,SIFT,MAT_BF,SEL_KNN,9.96439,11.6227
13,SHITOMASI,SIFT,MAT_BF,SEL_KNN,9.59863,10.9335
14,SHITOMASI,SIFT,MAT_BF,SEL_KNN,8.52157,12.5287
15,SHITOMASI,SIFT,MAT_BF,SEL_KNN,9.51552,10.68
16,SHITOMASI,SIFT,MAT_BF,SEL_KNN,9.61241,10.7884
17,SHITOMASI,SIFT,MAT_BF,SEL_KNN,8.3988,9.52513
0,SIFT,SIFT,MAT_FLANN,SEL_NN,12.6142,-0.484299
1,SIFT,SIFT,MAT_FLANN,SEL_NN,14.091,33.672
2,SIFT,SIFT,MAT_FLANN,SEL_NN,16.6894,-1.10971
3,SIFT,SIFT,MAT_FLANN,SEL_NN,15.7465,-0.921149
4,SIFT,SIFT,MAT_FLANN,SEL_NN,12.7835,-0.43459799999999993
5,SIFT,SIFT,MAT_FLANN,SEL_NN,11.9844,-0.278737
6,SIFT,SIFT,MAT_FLANN,SEL_NN,13.1241,-0.36642800000000003
7,SIFT,SIFT,MAT_FLANN,SEL_NN,13.0241,-0.65996
8,SIFT,SIFT,MAT_FLANN,SEL_NN,11.1746,-0.355485
9,SIFT,SIFT,MAT_FLANN,SEL_NN,12.8086,-1.01336
10,SIFT,SIFT,MAT_FLANN,SEL_NN,8.95978,-0.398358
11,SIFT,SIFT,MAT_FLANN,SEL_NN,9.96439,-3.2410799999999997
12,SIFT,SIFT,MAT_FLANN,SEL_NN,9.59863,-0.360402
13,SIFT,SIFT,MAT_FLANN,SEL_NN,8.52157,-0.367191
14,SIFT,SIFT,MAT_FLANN,SEL_NN,9.51552,-47.1472
15,SIFT,SIFT,MAT_FLANN,SEL_NN,9.61241,10.9988
16,SIFT,SIFT,MAT_FLANN,SEL_NN,8.3988,38.596
0,ORB,ORB,MAT_FLANN,SEL_NN,12.6142,17.1604
1,ORB,ORB,MAT_FLANN,SEL_NN,14.091,306.29200000000003
2,ORB,ORB,MAT_FLANN,SEL_NN,16.6894,19.7322
3,ORB,ORB,MAT_FLANN,SEL_NN,15.7465,-inf
4,ORB,ORB,MAT_FLANN,SEL_NN,12.7835,20.6776
5,ORB,ORB,MAT_FLANN,SEL_NN,11.9844,107.431
6,ORB,ORB,MAT_FLANN,SEL_NN,13.1241,10.9911
7,ORB,ORB,MAT_FLANN,SEL_NN,13.0241,179.41
8,ORB,ORB,MAT_FLANN,SEL_NN,11.1746,34.7894
9,ORB,ORB,MAT_FLANN,SEL_NN,12.8086,10.8864
10,ORB,ORB,MAT_FLANN,SEL_NN,8.95978,-inf
11,ORB,ORB,MAT_FLANN,SEL_NN,9.96439,13.300999999999998
12,ORB,ORB,MAT_FLANN,SEL_NN,9.59863,13.6002
13,ORB,ORB,MAT_FLANN,SEL_NN,8.52157,171.916
14,ORB,ORB,MAT_FLANN,SEL_NN,9.51552,8.69457
15,ORB,ORB,MAT_FLANN,SEL_NN,9.61241,26.6808
16,ORB,ORB,MAT_FLANN,SEL_NN,8.3988,21.5083
0,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,12.6142,12.6968
1,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,14.091,11.99
2,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,16.6894,12.5517
3,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,15.7465,12.2747
4,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,12.7835,13.9065
5,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,11.9844,11.9941
6,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,13.1241,12.3776
7,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,13.0241,11.3469
8,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,11.1746,13.3347
9,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,12.8086,11.3246
10,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,8.95978,11.5372
11,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,9.96439,12.269
12,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,9.59863,11.3471
13,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,8.52157,10.4584
14,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,9.51552,11.1729
15,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,9.61241,10.7263
16,SHITOMASI,ORB,MAT_FLANN,SEL_KNN,8.3988,8.08727
0,FAST,ORB,MAT_BF,SEL_NN,12.6142,13.3423
1,FAST,ORB,MAT_BF,SEL_NN,14.091,16.4158
2,FAST,ORB,MAT_BF,SEL_NN,16.6894,19.3254
3,FAST,ORB,MAT_BF,SEL_NN,15.7465,18.6043
4,FAST,ORB,MAT_BF,SEL_NN,12.7835,14.6768
5,FAST,ORB,MAT_BF,SEL_NN,11.9844,16.7115
6,FAST,ORB,MAT_BF,SEL_NN,13.1241,19.0379
7,FAST,ORB,MAT_BF,SEL_NN,13.0241,14.4498
8,FAST,ORB,MAT_BF,SEL_NN,11.1746,13.0837
9,FAST,ORB,MAT_BF,SEL_NN,12.8086,12.7001
10,FAST,ORB,MAT_BF,SEL_NN,8.95978,11.802999999999999
11,FAST,ORB,MAT_BF,SEL_NN,9.96439,13.7436
12,FAST,ORB,MAT_BF,SEL_NN,9.59863,11.5135
13,FAST,ORB,MAT_BF,SEL_NN,8.52157,12.6565
14,FAST,ORB,MAT_BF,SEL_NN,9.51552,11.2297
15,FAST,ORB,MAT_BF,SEL_NN,9.61241,11.4955
16,FAST,ORB,MAT_BF,SEL_NN,8.3988,12.4321
0,SIFT,SIFT,MAT_BF,SEL_NN,12.6142,-0.40113899999999997
1,SIFT,SIFT,MAT_BF,SEL_NN,14.091,-18.269000000000002
2,SIFT,SIFT,MAT_BF,SEL_NN,16.6894,-0.593549
3,SIFT,SIFT,MAT_BF,SEL_NN,15.7465,-0.38435
4,SIFT,SIFT,MAT_BF,SEL_NN,12.7835,33.6547
5,SIFT,SIFT,MAT_BF,SEL_NN,11.9844,-0.255842
6,SIFT,SIFT,MAT_BF,SEL_NN,13.1241,-0.329373
7,SIFT,SIFT,MAT_BF,SEL_NN,13.0241,-0.807389
8,SIFT,SIFT,MAT_BF,SEL_NN,11.1746,23.0917
9,SIFT,SIFT,MAT_BF,SEL_NN,12.8086,-0.9986889999999999
10,SIFT,SIFT,MAT_BF,SEL_NN,8.95978,-0.373427
11,SIFT,SIFT,MAT_BF,SEL_NN,9.96439,106.531
12,SIFT,SIFT,MAT_BF,SEL_NN,9.59863,-0.411836
13,SIFT,SIFT,MAT_BF,SEL_NN,8.52157,-1.43039
14,SIFT,SIFT,MAT_BF,SEL_NN,9.51552,-65.6772
15,SIFT,SIFT,MAT_BF,SEL_NN,9.61241,-6.39234
16,SIFT,SIFT,MAT_BF,SEL_NN,8.3988,-8.10571
0,FAST,BRISK,MAT_BF,SEL_KNN,12.6142,12.3534
1,FAST,BRISK,MAT_BF,SEL_KNN,14.091,12.3379
2,FAST,BRISK,MAT_BF,SEL_KNN,16.6894,12.7
3,FAST,BRISK,MAT_BF,SEL_KNN,15.7465,13.8295
4,FAST,BRISK,MAT_BF,SEL_KNN,12.7835,12.1823
5,FAST,BRISK,MAT_BF,SEL_KNN,11.9844,12.9291
6,FAST,BRISK,MAT_BF,SEL_KNN,13.1241,12.3971
7,FAST,BRISK,MAT_BF,SEL_KNN,13.0241,12.4101
8,FAST,BRISK,MAT_BF,SEL_KNN,11.1746,13.8281
9,FAST,BRISK,MAT_BF,SEL_KNN,12.8086,12.0998
10,FAST,BRISK,MAT_BF,SEL_KNN,8.95978,12.5922
11,FAST,BRISK,MAT_BF,SEL_KNN,9.96439,11.6909
12,FAST,BRISK,MAT_BF,SEL_KNN,9.59863,11.5016
13,FAST,BRISK,MAT_BF,SEL_KNN,8.52157,11.1439
14,FAST,BRISK,MAT_BF,SEL_KNN,9.51552,11.1636
15,FAST,BRISK,MAT_BF,SEL_KNN,9.61241,10.5169
16,FAST,BRISK,MAT_BF,SEL_KNN,8.3988,11.7624
0,SIFT,BRISK,MAT_BF,SEL_NN,12.6142,53.9673
1,SIFT,BRISK,MAT_BF,SEL_NN,14.091,40.9883
2,SIFT,BRISK,MAT_BF,SEL_NN,16.6894,-0.399433
3,SIFT,BRISK,MAT_BF,SEL_NN,15.7465,-0.49180799999999997
4,SIFT,BRISK,MAT_BF,SEL_NN,12.7835,25.1454
5,SIFT,BRISK,MAT_BF,SEL_NN,11.9844,-0.314293
6,SIFT,BRISK,MAT_BF,SEL_NN,13.1241,36.9936
7,SIFT,BRISK,MAT_BF,SEL_NN,13.0241,31.6807
8,SIFT,BRISK,MAT_BF,SEL_NN,11.1746,-1.60085
9,SIFT,BRISK,MAT_BF,SEL_NN,12.8086,25.3401
10,SIFT,BRISK,MAT_BF,SEL_NN,8.95978,21.2164
11,SIFT,BRISK,MAT_BF,SEL_NN,9.96439,-0.420678
12,SIFT,BRISK,MAT_BF,SEL_NN,9.59863,-0.52088
13,SIFT,BRISK,MAT_BF,SEL_NN,8.52157,35.7432
14,SIFT,BRISK,MAT_BF,SEL_NN,9.51552,25.7636
15,SIFT,BRISK,MAT_BF,SEL_NN,9.61241,17.9505
16,SIFT,BRISK,MAT_BF,SEL_NN,8.3988,14.7252
0,AKAZE,AKAZE,MAT_BF,SEL_NN,12.6142,21.0712
1,AKAZE,AKAZE,MAT_BF,SEL_NN,14.091,15.002
2,AKAZE,AKAZE,MAT_BF,SEL_NN,16.6894,20.9137
3,AKAZE,AKAZE,MAT_BF,SEL_NN,15.7465,23.7839
4,AKAZE,AKAZE,MAT_BF,SEL_NN,12.7835,13.6631
5,AKAZE,AKAZE,MAT_BF,SEL_NN,11.9844,16.0322
6,AKAZE,AKAZE,MAT_BF,SEL_NN,13.1241,16.2404
7,AKAZE,AKAZE,MAT_BF,SEL_NN,13.0241,15.2002
8,AKAZE,AKAZE,MAT_BF,SEL_NN,11.1746,13.2875
9,AKAZE,AKAZE,MAT_BF,SEL_NN,12.8086,13.5475
10,AKAZE,AKAZE,MAT_BF,SEL_NN,8.95978,18.7503
11,AKAZE,AKAZE,MAT_BF,SEL_NN,9.96439,12.5258
12,AKAZE,AKAZE,MAT_BF,SEL_NN,9.59863,11.842
13,AKAZE,AKAZE,MAT_BF,SEL_NN,8.52157,19.5116
14,AKAZE,AKAZE,MAT_BF,SEL_NN,9.51552,13.7219
15,AKAZE,AKAZE,MAT_BF,SEL_NN,9.61241,11.3849
16,AKAZE,AKAZE,MAT_BF,SEL_NN,8.3988,9.91155
0,FAST,SIFT,MAT_BF,SEL_KNN,12.5156,12.2747
1,FAST,SIFT,MAT_BF,SEL_KNN,12.6142,11.3986
2,FAST,SIFT,MAT_BF,SEL_KNN,14.091,14.0617
3,FAST,SIFT,MAT_BF,SEL_KNN,16.6894,13.1232
4,FAST,SIFT,MAT_BF,SEL_KNN,15.7465,14.3519
5,FAST,SIFT,MAT_BF,SEL_KNN,12.7835,12.828
6,FAST,SIFT,MAT_BF,SEL_KNN,11.9844,12.409
7,FAST,SIFT,MAT_BF,SEL_KNN,13.1241,12.6899
8,FAST,SIFT,MAT_BF,SEL_KNN,13.0241,12.5506
9,FAST,SIFT,MAT_BF,SEL_KNN,11.1746,12.6708
10,FAST,SIFT,MAT_BF,SEL_KNN,12.8086,11.8062
11,FAST,SIFT,MAT_BF,SEL_KNN,8.95978,11.1726
12,FAST,SIFT,MAT_BF,SEL_KNN,9.96439,11.5632
13,FAST,SIFT,MAT_BF,SEL_KNN,9.59863,11.3432
14,FAST,SIFT,MAT_BF,SEL_KNN,8.52157,10.8743
15,FAST,SIFT,MAT_BF,SEL_KNN,9.51552,10.1671
16,FAST,SIFT,MAT_BF,SEL_KNN,9.61241,9.44764
17,FAST,SIFT,MAT_BF,SEL_KNN,8.3988,10.6624
0,FAST,ORB,MAT_BF,SEL_KNN,12.5156,11.3344
1,FAST,ORB,MAT_BF,SEL_KNN,12.6142,12.3289
2,FAST,ORB,MAT_BF,SEL_KNN,14.091,12.318
3,FAST,ORB,MAT_BF,SEL_KNN,16.6894,12.6028
4,FAST,ORB,MAT_BF,SEL_KNN,15.7465,13.2618
5,FAST,ORB,MAT_BF,SEL_KNN,12.7835,12.4106
6,FAST,ORB,MAT_BF,SEL_KNN,11.9844,13.6643
7,FAST,ORB,MAT_BF,SEL_KNN,13.1241,12.7764
8,FAST,ORB,MAT_BF,SEL_KNN,13.0241,12.4634
9,FAST,ORB,MAT_BF,SEL_KNN,11.1746,12.8653
10,FAST,ORB,MAT_BF,SEL_KNN,12.8086,11.947000000000001
11,FAST,ORB,MAT_BF,SEL_KNN,8.95978,11.2036
12,FAST,ORB,MAT_BF,SEL_KNN,9.96439,11.7216
13,FAST,ORB,MAT_BF,SEL_KNN,9.59863,10.7766
14,FAST,ORB,MAT_BF,SEL_KNN,8.52157,10.4391
15,FAST,ORB,MAT_BF,SEL_KNN,9.51552,10.1523
16,FAST,ORB,MAT_BF,SEL_KNN,9.61241,9.255339999999999
17,FAST,ORB,MAT_BF,SEL_KNN,8.3988,11.3881
0,ORB,BRISK,MAT_FLANN,SEL_NN,12.6142,25.1898
1,ORB,BRISK,MAT_FLANN,SEL_NN,14.091,26.3748
2,ORB,BRISK,MAT_FLANN,SEL_NN,15.7465,-inf
3,ORB,BRISK,MAT_FLANN,SEL_NN,12.7835,12.9729
4,ORB,BRISK,MAT_FLANN,SEL_NN,11.9844,-inf
5,ORB,BRISK,MAT_FLANN,SEL_NN,13.1241,19.3489
6,ORB,BRISK,MAT_FLANN,SEL_NN,13.0241,12.0719
7,ORB,BRISK,MAT_FLANN,SEL_NN,11.1746,33.7794
8,ORB,BRISK,MAT_FLANN,SEL_NN,12.8086,10.7723
9,ORB,BRISK,MAT_FLANN,SEL_NN,8.95978,-inf
10,ORB,BRISK,MAT_FLANN,SEL_NN,9.96439,9.86988
11,ORB,BRISK,MAT_FLANN,SEL_NN,9.59863,11.4024
12,ORB,BRISK,MAT_FLANN,SEL_NN,8.52157,8.50938
13,ORB,BRISK,MAT_FLANN,SEL_NN,9.61241,21.3083
14,ORB,BRISK,MAT_FLANN,SEL_NN,8.3988,18.6402
